159989.158 2606490.219 0.351
159992.196 2606493.923 0.416
159999.259 2606489.44 0.493
160004.39 2606489.982 0.564
160009.143 2606494.177 0.623
160013.303 2606490.354 0.701
160018.577 2606493.917 0.785
160022.355 2606490.679 0.855
160027.554 2606492.146 0.912
160034.503 2606491.802 0.999
160037.357 2606491.725 1.082
160044.079 2606493.638 1.198
160047.871 2606492.266 1.314
160052.208 2606490.067 1.48
160058.3 2606493.449 1.615
160062.114 2606493.182 1.838
160069.771 2606491.121 2.101
160074.449 2606491.406 2.303
160080.151 2606492.465 2.175
160083.531 2606493 2.053
160089.641 2606491.479 1.76
160092.355 2606490.408 1.832
160100.039 2606490.394 2.029
160104.345 2606493.832 2.141
160107.216 2606490.465 2.339
160113.017 2606491.583 2.204
160117.582 2606489.873 2.371
160122.88 2606489.729 2.696
160128.443 2606493.114 2.651
160131.004 2606492.459 2.787
160137.594 2606491.278 2.622
160142.747 2606490.767 2.261
160147.467 2606489.435 2.809
160153.118 2606491.942 2.808
160157.465 2606494.028 2.36
160162.449 2606492.174 2.137
160166.507 2606492.346 2.109
160175.245 2606491.177 2.121
160176.201 2606490.388 2.181
160182.287 2606490.092 2.204
160188.593 2606489.681 2.202
160190.842 2606491.879 2.322
160198.319 2606490.735 1.651
160202.363 2606490.893 1.192
160207.845 2606491.945 1.07
160213.482 2606491.432 1.006
160215.451 2606494.145 0.933
160225.37 2606490.061 0.887
160228.626 2606494.034 0.831
160232.628 2606490.886 0.786
160236.018 2606491.991 0.749
160243.607 2606493.132 0.7
160247.476 2606489.551 0.695
160251.836 2606490.402 0.611
160259.999 2606492.346 0.495
160263.561 2606492.326 0.489
160268.756 2606494 0.432
160271.035 2606492.074 0.366
160279.695 2606493.058 0.278
160282.285 2606490.978 0.196
160288.243 2606490.504 0.117
160291.24 2606493.062 0.052
160297.464 2606491.507 -0.007
160302.563 2606491.657 -0.061
162048.647 2606494.126 -0.089
162053.883 2606490.585 0.035
162058.66 2606492.08 0.076
162063.15 2606491.848 0.128
162066.135 2606493.009 0.094
162075.331 2606492.425 0.084
162076.657 2606492.939 0.112
162082.623 2606492.489 0.121
162086.286 2606489.464 0.114
162092.074 2606492.721 0.109
162096.465 2606490.072 0.091
162104.808 2606492.029 0.406
162110.154 2606491.858 0.386
162115.158 2606493.991 2.387
162118.896 2606493.619 2.376
162123.13 2606491.43 2.397
162128.69 2606490.398 2.436
162133.79 2606491.28 2.49
162137.856 2606491.408 2.535
162143.543 2606490.944 2.56
162147.066 2606492.616 2.588
162154.33 2606490.674 2.601
